# Daily JPL Horizons ephemerides, perihelion ±182 days, for the §17.3b comets.
# Ephemerides courtesy of the Jet Propulsion Laboratory, California Institute of
# Technology (US Government work, public domain).
# Positions, delta and RA/Dec are geometric (VEC_CORR='NONE'): no light-time or
# aberration correction, matching what the propagator computes. helio_* is
# ecliptic J2000; ra/dec come from the geocentric ICRF/J2000 equatorial vector.
# tmag is Horizons' own total magnitude, M1 + 5*log10(delta) + k1*log10(r).
# Regenerate with tools/fixtures/fetch-horizons.py — do not edit by hand.
comet,time_utc,helio_x_au,helio_y_au,helio_z_au,r_au,delta_au,ra_deg,dec_deg,tmag
neowise,2020-01-12T00:00:00.000Z,-2.107921383,0.102066865,-2.343200289,3.153464412,3.039970451,174.048123,-54.487900,20.625
neowise,2020-01-13T00:00:00.000Z,-2.097955783,0.105520355,-2.334483513,3.140440460,3.015493836,173.777407,-54.751250,20.585
neowise,2020-01-14T00:00:00.000Z,-2.087970137,0.108972840,-2.325744431,3.127392130,2.991065643,173.490708,-55.014929,20.546
neowise,2020-01-15T00:00:00.000Z,-2.077964292,0.112424275,-2.316982845,3.114319239,2.966690624,173.187459,-55.278787,20.506
neowise,2020-01-16T00:00:00.000Z,-2.067938088,0.115874611,-2.308198558,3.101221605,2.942373632,172.867073,-55.542662,20.465
neowise,2020-01-17T00:00:00.000Z,-2.057891367,0.119323802,-2.299391368,3.088099045,2.918119630,172.528948,-55.806375,20.425
neowise,2020-01-18T00:00:00.000Z,-2.047823967,0.122771796,-2.290561070,3.074951370,2.893933696,172.172468,-56.069735,20.384
neowise,2020-01-19T00:00:00.000Z,-2.037735723,0.126218545,-2.281707456,3.061778391,2.869821019,171.797004,-56.332535,20.343
neowise,2020-01-20T00:00:00.000Z,-2.027626471,0.129663996,-2.272830315,3.048579915,2.845786892,171.401917,-56.594550,20.302
neowise,2020-01-21T00:00:00.000Z,-2.017496040,0.133108096,-2.263929434,3.035355748,2.821836700,170.986558,-56.855543,20.260
neowise,2020-01-22T00:00:00.000Z,-2.007344261,0.136550790,-2.255004595,3.022105694,2.797975909,170.550269,-57.115257,20.219
neowise,2020-01-23T00:00:00.000Z,-1.997170961,0.139992024,-2.246055576,3.008829551,2.774210051,170.092390,-57.373420,20.177
neowise,2020-01-24T00:00:00.000Z,-1.986975963,0.143431740,-2.237082155,2.995527117,2.750544717,169.612254,-57.629743,20.134
neowise,2020-01-25T00:00:00.000Z,-1.976759089,0.146869880,-2.228084102,2.982198187,2.726985536,169.109195,-57.883919,20.092
neowise,2020-01-26T00:00:00.000Z,-1.966520159,0.150306384,-2.219061188,2.968842552,2.703538175,168.582548,-58.135623,20.049
neowise,2020-01-27T00:00:00.000Z,-1.956258990,0.153741192,-2.210013176,2.955460003,2.680208319,168.031649,-58.384510,20.007
neowise,2020-01-28T00:00:00.000Z,-1.945975396,0.157174240,-2.200939828,2.942050325,2.657001675,167.455844,-58.630217,19.963
neowise,2020-01-29T00:00:00.000Z,-1.935669188,0.160605465,-2.191840902,2.928613300,2.633923960,166.854490,-58.872358,19.920
neowise,2020-01-30T00:00:00.000Z,-1.925340176,0.164034800,-2.182716151,2.915148711,2.610980900,166.226956,-59.110530,19.877
neowise,2020-01-31T00:00:00.000Z,-1.914988164,0.167462179,-2.173565325,2.901656332,2.588178232,165.572635,-59.344305,19.833
neowise,2020-02-01T00:00:00.000Z,-1.904612956,0.170887532,-2.164388169,2.888135940,2.565521698,164.890942,-59.573233,19.789
neowise,2020-02-02T00:00:00.000Z,-1.894214352,0.174310789,-2.155184424,2.874587303,2.543017043,164.181326,-59.796844,19.745
neowise,2020-02-03T00:00:00.000Z,-1.883792149,0.177731876,-2.145953828,2.861010191,2.520670015,163.443275,-60.014641,19.700
neowise,2020-02-04T00:00:00.000Z,-1.873346142,0.181150721,-2.136696112,2.847404367,2.498486361,162.676322,-60.226106,19.656
neowise,2020-02-05T00:00:00.000Z,-1.862876121,0.184567245,-2.127411006,2.833769591,2.476471821,161.880054,-60.430699,19.611
neowise,2020-02-06T00:00:00.000Z,-1.852381874,0.187981372,-2.118098231,2.820105623,2.454632123,161.054119,-60.627854,19.566
neowise,2020-02-07T00:00:00.000Z,-1.841863187,0.191393021,-2.108757509,2.806412214,2.432972987,160.198237,-60.816985,19.521
neowise,2020-02-08T00:00:00.000Z,-1.831319839,0.194802110,-2.099388551,2.792689117,2.411500121,159.312205,-60.997479,19.476
neowise,2020-02-09T00:00:00.000Z,-1.820751609,0.198208555,-2.089991068,2.778936077,2.390219230,158.395912,-61.168704,19.430
neowise,2020-02-10T00:00:00.000Z,-1.810158271,0.201612268,-2.080564764,2.765152836,2.369136028,157.449344,-61.330004,19.385
neowise,2020-02-11T00:00:00.000Z,-1.799539597,0.205013162,-2.071109336,2.751339136,2.348256255,156.472601,-61.480698,19.339
neowise,2020-02-12T00:00:00.000Z,-1.788895353,0.208411145,-2.061624479,2.737494709,2.327585691,155.465909,-61.620089,19.293
neowise,2020-02-13T00:00:00.000Z,-1.778225303,0.211806123,-2.052109882,2.723619288,2.307130164,154.429631,-61.747459,19.246
neowise,2020-02-14T00:00:00.000Z,-1.767529207,0.215198002,-2.042565225,2.709712600,2.286895554,153.364285,-61.862073,19.200
neowise,2020-02-15T00:00:00.000Z,-1.756806820,0.218586681,-2.032990187,2.695774367,2.266887778,152.270550,-61.963190,19.154
neowise,2020-02-16T00:00:00.000Z,-1.746057895,0.221972061,-2.023384438,2.681804309,2.247112775,151.149277,-62.050059,19.107
neowise,2020-02-17T00:00:00.000Z,-1.735282181,0.225354037,-2.013747643,2.667802140,2.227576487,150.001495,-62.121930,19.060
neowise,2020-02-18T00:00:00.000Z,-1.724479419,0.228732503,-2.004079461,2.653767569,2.208284840,148.828416,-62.178057,19.013
neowise,2020-02-19T00:00:00.000Z,-1.713649351,0.232107349,-1.994379544,2.639700302,2.189243719,147.631437,-62.217705,18.966
neowise,2020-02-20T00:00:00.000Z,-1.702791711,0.235478463,-1.984647539,2.625600040,2.170458959,146.412134,-62.240153,18.919
neowise,2020-02-21T00:00:00.000Z,-1.691906230,0.238845729,-1.974883085,2.611466479,2.151936321,145.172261,-62.244703,18.871
neowise,2020-02-22T00:00:00.000Z,-1.680992635,0.242209029,-1.965085814,2.597299311,2.133681481,143.913742,-62.230683,18.824
neowise,2020-02-23T00:00:00.000Z,-1.670050648,0.245568240,-1.955255353,2.583098221,2.115700015,142.638660,-62.197455,18.776
neowise,2020-02-24T00:00:00.000Z,-1.659079985,0.248923237,-1.945391318,2.568862891,2.097997388,141.349240,-62.144419,18.729
neowise,2020-02-25T00:00:00.000Z,-1.648080358,0.252273891,-1.935493322,2.554592998,2.080578940,140.047837,-62.071019,18.681
neowise,2020-02-26T00:00:00.000Z,-1.637051475,0.255620069,-1.925560969,2.540288211,2.063449875,138.736912,-61.976746,18.633
neowise,2020-02-27T00:00:00.000Z,-1.625993038,0.258961634,-1.915593852,2.525948197,2.046615252,137.419011,-61.861146,18.585
neowise,2020-02-28T00:00:00.000Z,-1.614904744,0.262298447,-1.905591561,2.511572615,2.030079975,136.096743,-61.723821,18.537
neowise,2020-02-29T00:00:00.000Z,-1.603786283,0.265630364,-1.895553674,2.497161121,2.013848784,134.772753,-61.564434,18.489
neowise,2020-03-01T00:00:00.000Z,-1.592637343,0.268957234,-1.885479762,2.482713361,1.997926242,133.449694,-61.382712,18.441
neowise,2020-03-02T00:00:00.000Z,-1.581457603,0.272278906,-1.875369388,2.468228979,1.982316731,132.130205,-61.178444,18.393
neowise,2020-03-03T00:00:00.000Z,-1.570246738,0.275595222,-1.865222105,2.453707612,1.967024442,130.816881,-60.951490,18.345
neowise,2020-03-04T00:00:00.000Z,-1.559004417,0.278906020,-1.855037458,2.439148890,1.952053360,129.512251,-60.701774,18.297
neowise,2020-03-05T00:00:00.000Z,-1.547730302,0.282211132,-1.844814980,2.424552437,1.937407263,128.218751,-60.429286,18.248
neowise,2020-03-06T00:00:00.000Z,-1.536424051,0.285510388,-1.834554196,2.409917871,1.923089716,126.938705,-60.134085,18.200
neowise,2020-03-07T00:00:00.000Z,-1.525085312,0.288803610,-1.824254622,2.395244802,1.909104063,125.674310,-59.816288,18.152
neowise,2020-03-08T00:00:00.000Z,-1.513713729,0.292090614,-1.813915763,2.380532834,1.895453431,124.427612,-59.476076,18.103
neowise,2020-03-09T00:00:00.000Z,-1.502308940,0.295371215,-1.803537111,2.365781566,1.882140730,123.200508,-59.113684,18.055
neowise,2020-03-10T00:00:00.000Z,-1.490870574,0.298645216,-1.793118151,2.350990586,1.869168658,121.994729,-58.729402,18.007
neowise,2020-03-11T00:00:00.000Z,-1.479398253,0.301912419,-1.782658353,2.336159477,1.856539690,120.811841,-58.323570,17.958
neowise,2020-03-12T00:00:00.000Z,-1.467891594,0.305172617,-1.772157178,2.321287815,1.844256075,119.653248,-57.896575,17.910
neowise,2020-03-13T00:00:00.000Z,-1.456350204,0.308425597,-1.761614074,2.306375167,1.832319808,118.520184,-57.448854,17.861
neowise,2020-03-14T00:00:00.000Z,-1.444773684,0.311671141,-1.751028476,2.291421092,1.820732609,117.413720,-56.980885,17.813
neowise,2020-03-15T00:00:00.000Z,-1.433161626,0.314909022,-1.740399809,2.276425143,1.809495892,116.334764,-56.493189,17.765
neowise,2020-03-16T00:00:00.000Z,-1.421513614,0.318139005,-1.729727480,2.261386862,1.798610739,115.284062,-55.986328,17.716
neowise,2020-03-17T00:00:00.000Z,-1.409829225,0.321360850,-1.719010888,2.246305784,1.788077884,114.262206,-55.460899,17.668
neowise,2020-03-18T00:00:00.000Z,-1.398108027,0.324574308,-1.708249414,2.231181435,1.777897690,113.269634,-54.917529,17.620
neowise,2020-03-19T00:00:00.000Z,-1.386349577,0.327779121,-1.697442426,2.216013332,1.768070144,112.306647,-54.356875,17.571
neowise,2020-03-20T00:00:00.000Z,-1.374553425,0.330975023,-1.686589276,2.200800984,1.758594842,111.373408,-53.779617,17.523
neowise,2020-03-21T00:00:00.000Z,-1.362719112,0.334161740,-1.675689303,2.185543888,1.749470988,110.469959,-53.186453,17.475
neowise,2020-03-22T00:00:00.000Z,-1.350846168,0.337338987,-1.664741828,2.170241534,1.740697384,109.596229,-52.578098,17.426
neowise,2020-03-23T00:00:00.000Z,-1.338934115,0.340506470,-1.653746156,2.154893400,1.732272430,108.752043,-51.955279,17.378
neowise,2020-03-24T00:00:00.000Z,-1.326982462,0.343663886,-1.642701574,2.139498956,1.724194122,107.937136,-51.318730,17.330
neowise,2020-03-25T00:00:00.000Z,-1.314990711,0.346810921,-1.631607354,2.124057660,1.716460053,107.151159,-50.669192,17.281
neowise,2020-03-26T00:00:00.000Z,-1.302958350,0.349947248,-1.620462747,2.108568958,1.709067414,106.393694,-50.007407,17.233
neowise,2020-03-27T00:00:00.000Z,-1.290884858,0.353072532,-1.609266987,2.093032289,1.702013000,105.664258,-49.334115,17.185
neowise,2020-03-28T00:00:00.000Z,-1.278769701,0.356186423,-1.598019288,2.077447078,1.695293216,104.962316,-48.650055,17.136
neowise,2020-03-29T00:00:00.000Z,-1.266612336,0.359288561,-1.586718842,2.061812737,1.688904084,104.287288,-47.955956,17.088
neowise,2020-03-30T00:00:00.000Z,-1.254412205,0.362378571,-1.575364823,2.046128670,1.682841252,103.638557,-47.252542,17.040
neowise,2020-03-31T00:00:00.000Z,-1.242168738,0.365456066,-1.563956381,2.030394265,1.677100006,103.015476,-46.540524,16.991
neowise,2020-04-01T00:00:00.000Z,-1.229881354,0.368520642,-1.552492645,2.014608900,1.671675287,102.417374,-45.820599,16.943
neowise,2020-04-02T00:00:00.000Z,-1.217549456,0.371571884,-1.540972719,1.998771939,1.666561700,101.843563,-45.093452,16.894
neowise,2020-04-03T00:00:00.000Z,-1.205172435,0.374609359,-1.529395684,1.982882732,1.661753537,101.293343,-44.359748,16.845
neowise,2020-04-04T00:00:00.000Z,-1.192749667,0.377632617,-1.517760597,1.966940617,1.657244796,100.766008,-43.620135,16.796
neowise,2020-04-05T00:00:00.000Z,-1.180280515,0.380641192,-1.506066485,1.950944917,1.653029203,100.260849,-42.875240,16.747
neowise,2020-04-06T00:00:00.000Z,-1.167764324,0.383634601,-1.494312352,1.934894940,1.649100227,99.777164,-42.125668,16.698
neowise,2020-04-07T00:00:00.000Z,-1.155200427,0.386612341,-1.482497171,1.918789981,1.645451098,99.314254,-41.372003,16.649
neowise,2020-04-08T00:00:00.000Z,-1.142588137,0.389573888,-1.470619888,1.902629318,1.642074804,98.871438,-40.614806,16.600
neowise,2020-04-09T00:00:00.000Z,-1.129926754,0.392518699,-1.458679417,1.886412214,1.638964084,98.448046,-39.854618,16.550
neowise,2020-04-10T00:00:00.000Z,-1.117215558,0.395446210,-1.446674640,1.870137915,1.636111414,98.043428,-39.091960,16.500
neowise,2020-04-11T00:00:00.000Z,-1.104453812,0.398355831,-1.434604408,1.853805653,1.633508991,97.656949,-38.327334,16.450
neowise,2020-04-12T00:00:00.000Z,-1.091640763,0.401246950,-1.422467535,1.837414640,1.631148723,97.287990,-37.561224,16.400
neowise,2020-04-13T00:00:00.000Z,-1.078775635,0.404118931,-1.410262801,1.820964072,1.629022234,96.935947,-36.794096,16.349
neowise,2020-04-14T00:00:00.000Z,-1.065857635,0.406971108,-1.397988949,1.804453126,1.627120877,96.600228,-36.026398,16.298
neowise,2020-04-15T00:00:00.000Z,-1.052885950,0.409802790,-1.385644682,1.787880962,1.625435749,96.280253,-35.258557,16.247
neowise,2020-04-16T00:00:00.000Z,-1.039859744,0.412613253,-1.373228662,1.771246720,1.623957716,95.975456,-34.490979,16.195
neowise,2020-04-17T00:00:00.000Z,-1.026778160,0.415401746,-1.360739511,1.754549520,1.622677434,95.685281,-33.724050,16.143
neowise,2020-04-18T00:00:00.000Z,-1.013640320,0.418167481,-1.348175805,1.737788463,1.621585368,95.409184,-32.958131,16.090
neowise,2020-04-19T00:00:00.000Z,-1.000445319,0.420909639,-1.335536075,1.720962628,1.620671814,95.146636,-32.193565,16.037
neowise,2020-04-20T00:00:00.000Z,-0.987192233,0.423627360,-1.322818801,1.704071074,1.619926915,94.897116,-31.430667,15.984
neowise,2020-04-21T00:00:00.000Z,-0.973880108,0.426319749,-1.310022417,1.687112837,1.619340682,94.660119,-30.669732,15.930
neowise,2020-04-22T00:00:00.000Z,-0.960507967,0.428985867,-1.297145300,1.670086931,1.618903008,94.435149,-29.911031,15.875
neowise,2020-04-23T00:00:00.000Z,-0.947074805,0.431624734,-1.284185775,1.652992348,1.618603693,94.221725,-29.154813,15.820
neowise,2020-04-24T00:00:00.000Z,-0.933579590,0.434235323,-1.271142107,1.635828054,1.618432453,94.019374,-28.401301,15.764
neowise,2020-04-25T00:00:00.000Z,-0.920021259,0.436816556,-1.258012502,1.618592993,1.618378950,93.827638,-27.650697,15.708
neowise,2020-04-26T00:00:00.000Z,-0.906398723,0.439367306,-1.244795101,1.601286082,1.618432803,93.646066,-26.903180,15.651
neowise,2020-04-27T00:00:00.000Z,-0.892710857,0.441886389,-1.231487979,1.583906215,1.618583610,93.474222,-26.158905,15.593
neowise,2020-04-28T00:00:00.000Z,-0.878956507,0.444372564,-1.218089141,1.566452257,1.618820965,93.311679,-25.418003,15.534
neowise,2020-04-29T00:00:00.000Z,-0.865134486,0.446824527,-1.204596519,1.548923049,1.619134481,93.158021,-24.680586,15.475
neowise,2020-04-30T00:00:00.000Z,-0.851243569,0.449240908,-1.191007967,1.531317402,1.619513797,93.012842,-23.946739,15.415
neowise,2020-05-01T00:00:00.000Z,-0.837282499,0.451620265,-1.177321257,1.513634100,1.619948605,92.875748,-23.216527,15.353
neowise,2020-05-02T00:00:00.000Z,-0.823249979,0.453961082,-1.163534077,1.495871900,1.620428655,92.746357,-22.489995,15.291
neowise,2020-05-03T00:00:00.000Z,-0.809144674,0.456261763,-1.149644024,1.478029527,1.620943767,92.624297,-21.767161,15.228
neowise,2020-05-04T00:00:00.000Z,-0.794965209,0.458520625,-1.135648601,1.460105678,1.621483836,92.509207,-21.048029,15.164
neowise,2020-05-05T00:00:00.000Z,-0.780710167,0.460735895,-1.121545208,1.442099020,1.622038822,92.400743,-20.332576,15.099
neowise,2020-05-06T00:00:00.000Z,-0.766378089,0.462905699,-1.107331144,1.424008189,1.622598728,92.298570,-19.620767,15.032
neowise,2020-05-07T00:00:00.000Z,-0.751967469,0.465028060,-1.093003592,1.405831790,1.623153573,92.202368,-18.912543,14.965
neowise,2020-05-08T00:00:00.000Z,-0.737476757,0.467100887,-1.078559619,1.387568397,1.623693350,92.111828,-18.207835,14.896
neowise,2020-05-09T00:00:00.000Z,-0.722904353,0.469121969,-1.063996167,1.369216553,1.624207994,92.026653,-17.506554,14.826
neowise,2020-05-10T00:00:00.000Z,-0.708248608,0.471088964,-1.049310046,1.350774769,1.624687360,91.946554,-16.808601,14.754
neowise,2020-05-11T00:00:00.000Z,-0.693507822,0.472999388,-1.034497926,1.332241524,1.625121209,91.871246,-16.113861,14.681
neowise,2020-05-12T00:00:00.000Z,-0.678680241,0.474850608,-1.019556329,1.313615270,1.625499219,91.800451,-15.422205,14.607
neowise,2020-05-13T00:00:00.000Z,-0.663764055,0.476639828,-1.004481618,1.294894424,1.625810990,91.733892,-14.733490,14.531
neowise,2020-05-14T00:00:00.000Z,-0.648757399,0.478364075,-0.989269992,1.276077376,1.626046056,91.671294,-14.047557,14.453
neowise,2020-05-15T00:00:00.000Z,-0.633658349,0.480020186,-0.973917469,1.257162487,1.626193898,91.612384,-13.364231,14.374
neowise,2020-05-16T00:00:00.000Z,-0.618464921,0.481604791,-0.958419879,1.238148092,1.626243940,91.556889,-12.683319,14.293
neowise,2020-05-17T00:00:00.000Z,-0.603175067,0.483114297,-0.942772853,1.219032500,1.626185552,91.504538,-12.004614,14.210
neowise,2020-05-18T00:00:00.000Z,-0.587786677,0.484544869,-0.926971804,1.199814000,1.626008045,91.455060,-11.327890,14.126
neowise,2020-05-19T00:00:00.000Z,-0.572297579,0.485892405,-0.911011920,1.180490858,1.625700662,91.408181,-10.652901,14.039
neowise,2020-05-20T00:00:00.000Z,-0.556705530,0.487152518,-0.894888143,1.161061329,1.625252567,91.363632,-9.979385,13.950
neowise,2020-05-21T00:00:00.000Z,-0.541008224,0.488320506,-0.878595154,1.141523657,1.624652836,91.321137,-9.307060,13.859
neowise,2020-05-22T00:00:00.000Z,-0.525203286,0.489391322,-0.862127356,1.121876079,1.623890445,91.280424,-8.635624,13.766
neowise,2020-05-23T00:00:00.000Z,-0.509288275,0.490359547,-0.845478855,1.102116838,1.622954257,91.241213,-7.964752,13.670
neowise,2020-05-24T00:00:00.000Z,-0.493260682,0.491219346,-0.828643434,1.082244190,1.621833008,91.203228,-7.294101,13.571
neowise,2020-05-25T00:00:00.000Z,-0.477117932,0.491964434,-0.811614538,1.062256411,1.620515293,91.166184,-6.623300,13.471
neowise,2020-05-26T00:00:00.000Z,-0.460857388,0.492588027,-0.794385241,1.042151816,1.618989544,91.129799,-5.951955,13.367
neowise,2020-05-27T00:00:00.000Z,-0.444476353,0.493082792,-0.776948224,1.021928770,1.617244005,91.093784,-5.279648,13.260
neowise,2020-05-28T00:00:00.000Z,-0.427972073,0.493440788,-0.759295745,1.001585710,1.615266698,91.057849,-4.605928,13.151
neowise,2020-05-29T00:00:00.000Z,-0.411341747,0.493653403,-0.741419603,0.981121166,1.613045386,91.021701,-3.930319,13.038
neowise,2020-05-30T00:00:00.000Z,-0.394582534,0.493711279,-0.723311111,0.960533792,1.610567513,90.985044,-3.252311,12.922
neowise,2020-05-31T00:00:00.000Z,-0.377691566,0.493604228,-0.704961052,0.939822397,1.607820150,90.947582,-2.571360,12.802
neowise,2020-06-01T00:00:00.000Z,-0.360665961,0.493321140,-0.686359641,0.918985984,1.604789907,90.909016,-1.886884,12.679
neowise,2020-06-02T00:00:00.000Z,-0.343502846,0.492849868,-0.667496484,0.898023805,1.601462842,90.869045,-1.198266,12.552
neowise,2020-06-03T00:00:00.000Z,-0.326199381,0.492177114,-0.648360527,0.876935414,1.597824343,90.827368,-0.504843,12.420
neowise,2020-06-04T00:00:00.000Z,-0.308752789,0.491288278,-0.628940009,0.855720744,1.593858994,90.783685,0.194092,12.285
neowise,2020-06-05T00:00:00.000Z,-0.291160404,0.490167300,-0.609222408,0.834380192,1.589550423,90.737691,0.899295,12.144
neowise,2020-06-06T00:00:00.000Z,-0.273419716,0.488796474,-0.589194386,0.812914730,1.584881141,90.689082,1.611578,11.999
neowise,2020-06-07T00:00:00.000Z,-0.255528441,0.487156224,-0.568841732,0.791326031,1.579832372,90.637550,2.331810,11.849
neowise,2020-06-08T00:00:00.000Z,-0.237484608,0.485224865,-0.548149300,0.769616634,1.574383872,90.582786,3.060928,11.694
neowise,2020-06-09T00:00:00.000Z,-0.219286659,0.482978301,-0.527100953,0.747790140,1.568513736,90.524476,3.799942,11.533
neowise,2020-06-10T00:00:00.000Z,-0.200933590,0.480389697,-0.505679506,0.725851453,1.562198178,90.462307,4.549945,11.366
neowise,2020-06-11T00:00:00.000Z,-0.182425119,0.477429080,-0.483866676,0.703807083,1.555411277,90.395969,5.312121,11.192
neowise,2020-06-12T00:00:00.000Z,-0.163761909,0.474062885,-0.461643046,0.681665522,1.548124668,90.325160,6.087759,11.012
neowise,2020-06-13T00:00:00.000Z,-0.144945839,0.470253420,-0.438988043,0.659437698,1.540307177,90.249593,6.878261,10.824
neowise,2020-06-14T00:00:00.000Z,-0.125980367,0.465958244,-0.415879952,0.637137562,1.531924390,90.169007,7.685156,10.630
neowise,2020-06-15T00:00:00.000Z,-0.106870976,0.461129446,-0.392295972,0.614782808,1.522938135,90.083181,8.510117,10.427
neowise,2020-06-16T00:00:00.000Z,-0.087625764,0.455712799,-0.368212340,0.592395777,1.513305886,89.991951,9.354976,10.216
neowise,2020-06-17T00:00:00.000Z,-0.068256183,0.449646796,-0.343604562,0.570004598,1.502980068,89.895244,10.221737,9.996
neowise,2020-06-18T00:00:00.000Z,-0.048777999,0.442861539,-0.318447779,0.547644615,1.491907257,89.793103,11.112596,9.767
neowise,2020-06-19T00:00:00.000Z,-0.029212524,0.435277496,-0.292717358,0.525360183,1.480027280,89.685745,12.029957,9.529
neowise,2020-06-20T00:00:00.000Z,-0.009588190,0.426804121,-0.266389764,0.503206913,1.467272232,89.573626,12.976447,9.281
neowise,2020-06-21T00:00:00.000Z,0.010057445,0.417338411,-0.239443877,0.481254477,1.453565425,89.457533,13.954924,9.023
neowise,2020-06-22T00:00:00.000Z,0.029675149,0.406763472,-0.211862875,0.459590050,1.438820361,89.338710,14.968477,8.756
neowise,2020-06-23T00:00:00.000Z,0.049200841,0.394947287,-0.183636944,0.438322494,1.422939867,89.219033,16.020409,8.480
neowise,2020-06-24T00:00:00.000Z,0.068551712,0.381742013,-0.154767052,0.417587287,1.405815629,89.101236,17.114201,8.196
neowise,2020-06-25T00:00:00.000Z,0.087621643,0.366984318,-0.125270111,0.397552063,1.387328549,88.989224,18.253422,7.906
neowise,2020-06-26T00:00:00.000Z,0.106276111,0.350497562,-0.095185798,0.378422368,1.367350562,88.888468,19.441598,7.612
neowise,2020-06-27T00:00:00.000Z,0.124347100,0.332096971,-0.064585175,0.360446729,1.345748857,88.806502,20.681988,7.318
neowise,2020-06-28T00:00:00.000Z,0.141629073,0.311599241,-0.033580801,0.343919396,1.322393700,88.753523,21.977265,7.030
neowise,2020-06-29T00:00:00.000Z,0.157877836,0.288838033,-0.002337260,0.329178194,1.297171173,88.743024,23.329082,6.755
neowise,2020-06-30T00:00:00.000Z,0.172814939,0.263686182,0.028920276,0.316594043,1.270001660,88.792394,24.737551,6.502
neowise,2020-07-01T00:00:00.000Z,0.186140577,0.236083496,0.059903348,0.306548761,1.240863475,88.923290,26.200691,6.279
neowise,2020-07-02T00:00:00.000Z,0.197556988,0.206065723,0.090268160,0.299399710,1.209818333,89.161585,27.713992,6.099
neowise,2020-07-03T00:00:00.000Z,0.206801141,0.173786413,0.119637855,0.295434672,1.177032083,89.536699,29.270261,5.968
neowise,2020-07-04T00:00:00.000Z,0.213680587,0.139521683,0.147638465,0.294826745,1.142782309,90.080338,30.859881,5.892
neowise,2020-07-05T00:00:00.000Z,0.218102207,0.103651309,0.173941379,0.297603377,1.107446640,90.824874,32.471458,5.874
neowise,2020-07-06T00:00:00.000Z,0.220083968,0.066618266,0.198300339,0.303641188,1.071472420,91.801883,34.092644,5.908
neowise,2020-07-07T00:00:00.000Z,0.219745869,0.028878084,0.220572013,0.312688669,1.035336175,93.041240,35.710760,5.990
neowise,2020-07-08T00:00:00.000Z,0.217284537,-0.009147175,0.240716100,0.324407894,0.999504877,94.570953,37.312973,6.109
neowise,2020-07-09T00:00:00.000Z,0.212941039,-0.047099755,0.258778984,0.338421092,0.964408226,96.417491,38.885901,6.256
neowise,2020-07-10T00:00:00.000Z,0.206971074,-0.084699162,0.274869231,0.354350204,0.930425003,98.606152,40.414788,6.423
neowise,2020-07-11T00:00:00.000Z,0.199622777,-0.121740806,0.289132748,0.371843815,0.897881227,101.160988,41.882437,6.602
neowise,2020-07-12T00:00:00.000Z,0.191123224,-0.158086190,0.301732291,0.390591482,0.867055551,104.103858,43.268149,6.788
neowise,2020-07-13T00:00:00.000Z,0.181672162,-0.193649863,0.312832846,0.410328445,0.838187524,107.452306,44.546902,6.977
neowise,2020-07-14T00:00:00.000Z,0.171440691,-0.228386484,0.322592445,0.430834286,0.811485696,111.216116,45.688997,7.166
neowise,2020-07-15T00:00:00.000Z,0.160572831,-0.262279665,0.331157173,0.451928457,0.787133874,115.392673,46.660443,7.354
neowise,2020-07-16T00:00:00.000Z,0.149188457,-0.295333091,0.338659016,0.473464634,0.765294903,119.961668,47.424343,7.541
neowise,2020-07-17T00:00:00.000Z,0.137386689,-0.327563806,0.345215501,0.495325037,0.746111909,124.880330,47.943444,7.726
neowise,2020-07-18T00:00:00.000Z,0.125249189,-0.358997323,0.350930339,0.517415249,0.729707369,130.080904,48.183786,7.910
neowise,2020-07-19T00:00:00.000Z,0.112843143,-0.389664152,0.355894567,0.539659771,0.716180555,135.472211,48.119008,8.093
neowise,2020-07-20T00:00:00.000Z,0.100223830,-0.419597399,0.360187884,0.561998314,0.705604071,140.946262,47.734450,8.276
neowise,2020-07-21T00:00:00.000Z,0.087436776,-0.448831129,0.363880010,0.584382780,0.698020278,146.389172,47.030019,8.461
neowise,2020-07-22T00:00:00.000Z,0.074519536,-0.477399279,0.367031960,0.606774829,0.693438379,151.693761,46.020986,8.647
neowise,2020-07-23T00:00:00.000Z,0.061503148,-0.505334969,0.369697199,0.629143931,0.691832857,156.770422,44.736471,8.834
neowise,2020-07-24T00:00:00.000Z,0.048413317,-0.532670062,0.371922669,0.651465821,0.693143690,161.553676,43.216079,9.024
neowise,2020-07-25T00:00:00.000Z,0.035271374,-0.559434926,0.373749680,0.673721255,0.697278519,166.003650,41.505574,9.215
neowise,2020-07-26T00:00:00.000Z,0.022095058,-0.585658311,0.375214677,0.695895037,0.704116589,170.103495,39.652568,9.409
neowise,2020-07-27T00:00:00.000Z,0.008899138,-0.611367309,0.376349902,0.717975229,0.713514026,173.854529,37.702914,9.604
neowise,2020-07-28T00:00:00.000Z,-0.004304063,-0.636587368,0.377183960,0.739952527,0.725309899,177.270811,35.698152,9.800
neowise,2020-07-29T00:00:00.000Z,-0.017504260,-0.661342349,0.377742298,0.761819759,0.739332431,180.374256,33.674028,9.996
neowise,2020-07-30T00:00:00.000Z,-0.030692856,-0.685654589,0.378047620,0.783571484,0.755404838,183.190799,31.659927,10.193
neowise,2020-07-31T00:00:00.000Z,-0.043862671,-0.709544991,0.378120240,0.805203666,0.773350423,185.747659,29.678965,10.389
